Symbol,Price,Change_%,High,Low,Open,Previous_Close,Volume,Average_Volume,RVOL,Yahoo_Close,Dollar_Volume
FOA,25.73,1.0605,26.24,25.18,25.58,25.46,33500.0,59146.0,0.57,25.729999542236328,861955.0
FOF,13.83,0.0724,13.88,13.7201,13.85,13.82,49300.0,54540.0,0.9,13.829999923706055,681819.0
FOR,30.51,0.8262,30.87,30.36,30.36,30.26,150600.0,152106.0,0.99,30.510000228881836,4594806.0
FOUR,50.81,3.0838,50.98,49.46,50.12,49.29,799300.0,1734686.0,0.46,50.810001373291016,40612433.0
FPI,9.6,1.2658,9.62,9.472,9.49,9.48,454400.0,420554.0,1.08,9.600000381469727,4362240.0
FPS,45.75,-0.8667,46.4,44.64,45.82,46.15,4273600.0,7433668.0,0.57,45.75,195517200.0
FR,65.01,0.1849,65.28,64.185,64.36,64.89,1175300.0,1094048.0,1.07,65.01000213623047,76406253.0
FRA,10.87,-0.2752,10.92,10.87,10.87,10.9,147000.0,130740.0,1.12,10.869999885559082,1597890.0
FRT,120.94,0.1739,121.71,120.06,121.67,120.73,400600.0,971710.0,0.41,120.94000244140625,48448564.0
FSCO,4.88,0.6186,4.91,4.84,4.84,4.85,595400.0,1061988.0,0.56,4.880000114440918,2905552.0
FSI,5.98,0.5042,6.005,5.95,6.005,5.95,5400.0,20414.0,0.26,5.980000019073486,32292.000000000004
FSK,10.8,2.2727,10.875,10.56,10.56,10.56,2256600.0,3256906.0,0.69,10.800000190734863,24371280.0
FSP,0.51,0.1965,0.523,0.4805,0.523,0.509,681800.0,734880.0,0.93,0.5099999904632568,347718.0
FSS,115.23,-1.4201,117.97,114.79,116.29,116.89,478700.0,560380.0,0.85,115.2300033569336,55160601.0
FT,8.05,0.0,8.0846,8.035,8.05,8.05,21400.0,40746.0,0.53,8.050000190734863,172270.00000000003
FTHY,13.53,-0.0739,13.575,13.51,13.51,13.54,48200.0,91560.0,0.53,13.529999732971191,652146.0
FTK,25.56,2.5682,25.65,24.915,24.94,24.92,292900.0,309472.0,0.95,25.559999465942383,7486524.0
FTV,62.2,1.7171,62.5053,61.17,61.17,61.15,1544200.0,3174292.0,0.49,62.20000076293945,96049240.0
FTW,12.03,-0.9061,12.2,12.0,12.13,12.14,32300.0,99752.0,0.32,12.029999732971191,388569.0
FUBO,9.18,-3.5714,10.155,9.03,9.81,9.52,2458200.0,1476714.0,1.66,9.180000305175781,22566276.0
FUL,55.91,1.4701,56.55,55.52,55.59,55.1,519000.0,778086.0,0.67,55.90999984741211,29017290.0
FUN,19.46,4.3432,19.9,18.7,18.7,18.65,2270000.0,2309076.0,0.98,19.459999084472656,44174200.0
FVR,20.83,-0.6676,20.98,20.57,20.98,20.97,126400.0,165608.0,0.76,20.829999923706055,2632912.0
G,29.37,-0.9109,30.19,29.055,30.13,29.64,1798900.0,3053362.0,0.59,29.3700008392334,52833693.0
GAB,5.64,-0.5291,5.7281,5.64,5.69,5.67,710900.0,1178612.0,0.6,5.639999866485596,4009476.0
GAM,64.53,-0.1702,64.74,64.2801,64.74,64.64,12100.0,29640.0,0.41,64.52999877929688,780813.0
GAP,19.46,3.2361,19.48,18.94,19.045,18.85,5848800.0,8466504.0,0.69,19.459999084472656,113817648.0
GATX,180.14,2.9666,181.48,175.195,175.4,174.95,212500.0,244834.0,0.87,180.13999938964844,38279750.0
GBCI,51.49,0.3117,51.745,51.025,51.52,51.33,909200.0,1074260.0,0.85,51.4900016784668,46814708.0
GBR,0.6953,-0.6714,0.7194,0.6851,0.7194,0.7,25700.0,74038.0,0.35,0.699999988079071,17869.21
GBTG,9.4,0.1065,9.41,9.39,9.41,9.39,923500.0,4906100.0,0.19,9.399999618530273,8680900.0
GBX,47.3,1.3716,47.33,46.27,46.6,46.66,412300.0,474078.0,0.87,47.29999923706055,19501790.0
GCO,34.12,1.6384,34.75,33.5,33.5,33.57,72800.0,195818.0,0.37,34.119998931884766,2483936.0
GCTS,2.46,0.0,2.47,2.355,2.45,2.46,1288500.0,7401294.0,0.17,2.4600000381469727,3169710.0
GCV,4.66,0.431,4.68,4.5901,4.68,4.64,35100.0,67706.0,0.52,4.659999847412109,163566.0
GD,375.06,0.1228,375.975,370.855,374.145,374.6,1008600.0,1310090.0,0.77,375.05999755859375,378285516.0
GDDY,88.92,1.1949,90.01,87.31,89.51,87.87,1164200.0,2736438.0,0.43,88.91999816894531,103520664.0
GDO,10.64,-0.1408,10.69,10.62,10.65,10.655,19700.0,26492.0,0.74,10.640000343322754,209608.0
GDOT,13.32,0.0751,13.36,13.29,13.32,13.31,170400.0,477388.0,0.36,13.319999694824219,2269728.0
GE,359.27,0.0641,360.69,353.75,356.81,359.04,2334600.0,5164522.0,0.45,359.2699890136719,838751742.0
GEF,73.6,2.0946,74.05,72.08,72.39,72.09,146200.0,221360.0,0.66,73.5999984741211,10760320.0
GENC,15.5,1.5727,15.565,15.1,15.265,15.26,54100.0,32330.0,1.67,15.5,838550.0
GETY,0.761,-2.4359,0.798,0.733,0.76,0.78,1706700.0,8277902.0,0.21,0.7609999775886536,1298798.7
GEV,1091.57,1.5168,1102.79,1053.995,1077.0,1075.26,1737300.0,2812186.0,0.62,1091.5699462890625,1896384561.0
GF,11.47,0.1747,11.6,11.3301,11.47,11.45,15400.0,45328.0,0.34,11.470000267028809,176638.0
GFF,91.11,-0.5892,93.02,91.07,91.56,91.65,203000.0,379192.0,0.54,91.11000061035156,18495330.0
GGB,4.5,2.0408,4.54,4.435,4.46,4.41,16215100.0,18095268.0,0.9,4.5,72967950.0
GGG,74.0,1.1067,74.51,73.25,73.25,73.19,825700.0,1421812.0,0.58,74.0,61101800.0
GGT,4.24,0.7126,4.24,4.195,4.2,4.21,355100.0,325248.0,1.09,4.239999771118164,1505624.0
GHC,1158.48,0.0449,1178.1225,1151.09,1161.27,1157.96,11500.0,18524.0,0.62,1158.47998046875,13322520.0
GHM,107.44,-1.059,110.695,106.0,108.29,108.59,191800.0,262536.0,0.73,107.44000244140625,20606992.0
GIB,67.06,0.2541,68.59,66.9,67.93,66.89,497100.0,529544.0,0.94,67.05999755859375,33335526.0
GIC,33.46,2.1056,33.57,32.77,32.77,32.77,93700.0,123176.0,0.76,33.459999084472656,3135202.0
GIL,52.5,3.1637,52.73,51.02,51.02,50.89,684400.0,1590088.0,0.43,52.5,35931000.0
GIS,36.22,1.0321,36.37,35.26,35.305,35.85,8322000.0,10633118.0,0.78,36.220001220703125,301422840.0
GKOS,152.72,-1.5154,156.6,143.11,154.05,155.07,672300.0,1101864.0,0.61,152.72000122070312,102673656.0
GL,179.13,0.151,179.535,176.6445,178.86,178.86,318100.0,616922.0,0.52,179.1300048828125,56981253.0
GLO,5.99,0.0,6.042,5.97,6.02,5.99,222700.0,156114.0,1.43,5.989999771118164,1333973.0
GLW,190.89,-0.7745,192.77,186.4,189.54,192.38,5345300.0,15613158.0,0.34,190.88999938964844,1020364316.9999999
GM,77.85,1.5656,78.67,76.875,76.89,76.65,4782400.0,8020414.0,0.6,77.8499984741211,372309840.0
GME,21.68,-1.2301,22.0213,21.66,21.94,21.95,1826900.0,7240668.0,0.25,21.68000030517578,39607192.0
GMED,78.11,1.9181,78.79,76.07,76.7,76.64,1549500.0,1903116.0,0.81,78.11000061035156,121031445.0
GMRS,15.47,-1.7154,15.77,15.06,15.71,15.74,567600.0,1303027.0,0.44,15.470000267028809,8780772.0
GNE,14.08,2.2513,14.15,13.69,13.89,13.77,92200.0,87088.0,1.06,14.079999923706055,1298176.0
GNL,9.07,0.6659,9.08,8.97,9.03,9.01,2628900.0,2563318.0,1.03,9.069999694824219,23844123.0
GNRC,233.94,-0.814,236.67,232.63,233.27,235.86,750500.0,941082.0,0.8,233.94000244140625,175571970.0
GNW,9.2,-0.2169,9.27,9.085,9.24,9.22,1819000.0,2841116.0,0.64,9.199999809265137,16734799.999999998
GOLD,39.45,-5.4184,41.62,39.33,41.62,41.71,425200.0,496118.0,0.86,39.45000076293945,16774140.000000002
GOLF,110.69,-2.6644,113.675,109.94,112.99,113.72,284100.0,378556.0,0.75,110.69000244140625,31447029.0
GORO,1.28,-2.2901,1.33,1.28,1.31,1.31,692200.0,2155916.0,0.32,1.2799999713897705,886016.0
GPC,125.62,1.0863,127.76,124.61,124.91,124.27,2515700.0,1797470.0,1.4,125.62000274658203,316022234.0
GPGI,14.59,-2.5384,14.885,14.425,14.75,14.97,1105100.0,2637956.0,0.42,14.59000015258789,16123409.0
GPI,299.88,-1.0166,312.9499,298.69,301.41,302.96,108400.0,197598.0,0.55,299.8800048828125,32506992.0
GPMT,1.38,2.2222,1.42,1.34,1.36,1.35,162500.0,159050.0,1.02,1.3799999952316284,224249.99999999997
GPN,76.04,2.2318,76.84,75.205,75.62,74.38,2285300.0,3982142.0,0.57,76.04000091552734,173774212.0
GPUS,0.1361,-1.9452,0.1361,0.1314,0.136,0.1388,41441800.0,119151840.0,0.35,0.14000000059604645,5640228.9799999995
GRBK,73.64,0.3817,74.9851,73.51,73.67,73.36,121400.0,258654.0,0.47,73.63999938964844,8939896.0
GRC,79.5,0.1259,80.92,78.52,78.6,79.4,201900.0,164654.0,1.23,79.5,16051050.0
GRDN,40.96,-0.2435,41.15,40.01,41.01,41.06,278200.0,442054.0,0.63,40.959999084472656,11395072.0
GRF,10.0379,-0.6149,10.0379,10.0379,10.0379,10.1,200.0,4056.0,0.05,10.039999961853027,2007.5800000000002
GRMN,243.11,-0.5726,247.15,242.24,246.22,244.51,435000.0,831222.0,0.52,243.11000061035156,105752850.0
GRND,15.69,-1.9375,16.25,15.61,16.25,16.0,1466200.0,1815146.0,0.81,15.6899995803833,23004678.0
GRNT,4.57,0.0,4.61,4.535,4.59,4.57,753400.0,1003826.0,0.75,4.570000171661377,3443038.0
GROV,1.09,-0.9091,1.15,1.055,1.11,1.1,39600.0,59834.0,0.66,1.090000033378601,43164.0
GS,1055.18,-0.0748,1067.17,1048.0,1063.21,1055.97,1110100.0,2145280.0,0.52,1055.1800537109375,1171355318.0
GSBD,8.82,3.1579,8.955,8.63,8.64,8.55,1088500.0,1199486.0,0.91,8.819999694824219,9600570.0
GTE,6.25,-0.4777,6.36,6.1421,6.27,6.28,141300.0,332386.0,0.43,6.25,883125.0
GTLS,209.87,0.1288,209.94,209.61,209.86,209.6,1949200.0,1246230.0,1.56,209.8699951171875,409078604.0
GTN,3.78,0.2653,3.83,3.735,3.83,3.77,501800.0,1421616.0,0.35,3.7799999713897705,1896804.0
GTY,34.37,0.2918,34.425,34.08,34.34,34.27,234600.0,473708.0,0.5,34.369998931884766,8063201.999999999
GUT,6.85,-0.1458,6.8747,6.77,6.84,6.86,191300.0,225334.0,0.85,6.849999904632568,1310405.0
GVA,122.46,-2.4845,127.23,120.18,123.5,125.58,1247900.0,879500.0,1.42,122.45999908447266,152817834.0
GWH,0.8497,3.0689,0.859,0.8002,0.832,0.8244,309200.0,897694.0,0.34,0.8500000238418579,262727.24
GWRE,136.13,0.7997,139.95,134.99,138.3,135.05,1136700.0,1719396.0,0.66,136.1300048828125,154738971.0
GWW,1375.76,0.7986,1384.9399,1358.31,1364.23,1364.86,221500.0,315138.0,0.7,1375.760009765625,304730840.0
GXO,50.61,-2.1462,52.14,50.5,52.14,51.72,1047500.0,1464172.0,0.72,50.61000061035156,53013975.0
H,191.14,0.6265,192.71,189.71,190.78,189.95,318400.0,896010.0,0.36,191.13999938964844,60858975.99999999
HAE,76.19,1.5867,76.58,74.67,75.23,75.0,456300.0,948888.0,0.48,76.19000244140625,34765497.0
HAL,34.39,0.7913,34.54,34.125,34.24,34.12,6604300.0,11501570.0,0.57,34.38999938964844,227121877.0
HASI,37.82,1.3398,38.1,37.48,37.73,37.32,666400.0,1094234.0,0.61,37.81999969482422,25203248.0
HAWK,20.0,-0.5964,20.12,19.25,20.12,20.12,489300.0,1474665.0,0.33,20.0,9786000.0
HAYW,15.92,-0.9334,16.275,15.92,16.17,16.07,2208000.0,2805158.0,0.79,15.920000076293945,35151360.0
HBB,21.4,3.2819,21.4,20.545,20.6,20.72,20000.0,26006.0,0.77,21.399999618530273,428000.0
HCA,406.59,-0.5917,414.18,400.19,411.38,409.01,1651200.0,1569742.0,1.05,406.5899963378906,671361408.0
HCC,80.09,1.29,80.36,78.39,78.51,79.07,598900.0,884062.0,0.68,80.08999633789062,47965901.0
HCI,182.6,1.0067,182.78,180.42,180.42,180.78,99400.0,183190.0,0.54,182.60000610351562,18150440.0
HCWC,0.1954,-0.9128,0.1956,0.19,0.19,0.1972,67600.0,3056610.0,0.02,0.19499999284744263,13209.039999999999
HD,343.3,1.3492,344.4,337.9001,339.55,338.73,2747500.0,5153232.0,0.53,343.29998779296875,943216750.0
HDB,26.51,-0.0377,26.88,26.47,26.78,26.52,4656500.0,8760240.0,0.53,26.510000228881836,123443815.0
HE,13.57,1.42,13.585,13.325,13.51,13.38,1012800.0,1939538.0,0.52,13.569999694824219,13743696.0
HEI,350.92,-0.3436,352.32,345.73,352.17,352.13,290600.0,683746.0,0.43,350.9200134277344,101977352.0
HGLB,7.59,-0.6545,7.6321,7.52,7.6,7.64,36900.0,94308.0,0.39,7.590000152587891,280071.0
HGTY,12.23,-0.4072,12.38,12.14,12.38,12.28,75500.0,171618.0,0.44,12.229999542236328,923365.0
HGV,50.42,0.0794,51.19,50.2,50.33,50.38,620100.0,1185814.0,0.52,50.41999816894531,31265442.0
HHH,72.05,0.0139,73.15,71.8201,72.98,72.04,277800.0,455626.0,0.61,72.05000305175781,20015490.0
HIG,138.78,0.1877,138.92,137.24,138.47,138.52,1052400.0,1778754.0,0.59,138.77999877929688,146052072.0
HII,286.09,-0.0419,287.235,283.9,286.73,286.21,235800.0,543818.0,0.43,286.0899963378906,67460022.0
HIMS,34.38,-3.0183,36.46,33.18,35.835,35.45,11829200.0,19968582.0,0.59,34.380001068115234,406687896.00000006
HIO,3.65,0.0,3.65,3.623,3.64,3.65,141600.0,317724.0,0.45,3.6500000953674316,516840.0
HIPO,28.76,-0.5189,29.18,28.23,29.13,28.91,84300.0,147478.0,0.57,28.760000228881836,2424468.0
HIW,31.22,-1.046,31.855,31.01,31.72,31.55,1748700.0,1875922.0,0.93,31.219999313354492,54594414.0
HIX,3.97,-0.2513,3.99,3.9613,3.99,3.98,175000.0,361486.0,0.48,3.9700000286102295,694750.0
HL,15.82,0.19,15.8895,15.41,15.69,15.79,20578400.0,23010652.0,0.89,15.819999694824219,325550288.0
HLI,135.33,-0.8135,139.26,133.54,138.55,136.44,1067700.0,802636.0,1.33,135.3300018310547,144491841.0
HLIO,80.03,-0.2244,81.31,79.33,79.33,80.21,292500.0,386086.0,0.76,80.02999877929688,23408775.0
HLLY,2.52,0.8,2.595,2.51,2.51,2.5,454200.0,928272.0,0.49,2.5199999809265137,1144584.0
HLT,335.48,-0.6427,340.2,335.2,337.81,337.65,938300.0,1938998.0,0.48,335.4800109863281,314780884.0
HLX,9.22,1.5419,9.225,8.95,8.95,9.08,1068400.0,1655870.0,0.65,9.220000267028809,9850648.0
HMC,27.93,1.2323,28.055,27.75,27.78,27.59,872800.0,1990672.0,0.44,27.93000030517578,24377304.0
HMN,52.53,-0.4925,52.94,52.24,52.94,52.79,333500.0,263506.0,1.27,52.529998779296875,17518755.0
HNGE,88.8,-1.2456,90.53,87.446,89.09,89.92,1176300.0,2070616.0,0.57,88.80000305175781,104455440.0
HNI,39.95,2.3834,40.3769,39.31,39.31,39.02,313000.0,780874.0,0.4,39.95000076293945,12504350.0
HOG,25.14,1.167,25.85,25.055,25.17,24.85,2026300.0,2844280.0,0.71,25.139999389648438,50941182.0
HOMB,28.72,0.3144,28.8163,28.57,28.74,28.63,2230300.0,1707410.0,1.31,28.719999313354492,64054216.0
HOV,127.3,1.2326,131.38,126.26,126.26,125.75,67100.0,122606.0,0.55,127.30000305175781,8541830.0
HP,33.33,1.771,33.38,32.88,33.08,32.75,1037400.0,1253514.0,0.83,33.33000183105469,34576542.0
HPE,48.54,-1.1607,51.08,48.35,49.03,49.11,19436400.0,28410680.0,0.68,48.540000915527344,943442856.0
HPP,15.18,-1.4925,15.8,15.11,15.53,15.41,369100.0,1160588.0,0.32,15.180000305175781,5602938.0
HPQ,24.22,0.373,24.845,24.125,24.39,24.13,11020900.0,19579940.0,0.56,24.219999313354492,266926198.0
HR,20.69,0.0,20.86,20.505,20.78,20.69,1956500.0,4474582.0,0.44,20.690000534057617,40479985.0
HRB,39.59,2.4056,39.63,38.96,39.33,38.66,1754100.0,2532060.0,0.69,39.59000015258789,69444819.0
HRI,148.91,2.8029,152.95,145.91,146.44,144.85,494900.0,571000.0,0.87,148.91000366210938,73695559.0
HRL,24.73,1.6441,24.915,24.3,24.39,24.33,2650100.0,5522770.0,0.48,24.729999542236328,65536973.0
HRTG,28.06,3.4661,28.11,27.04,27.39,27.12,205800.0,486520.0,0.42,28.059999465942383,5774748.0
HSBC,99.09,1.0916,99.47,98.33,98.74,98.02,1099400.0,1605732.0,0.68,99.08999633789062,108939546.0
HSY,173.66,1.171,174.3,171.2053,172.08,171.65,2420500.0,2185480.0,1.11,173.66000366210938,420344030.0
HTB,48.82,1.4336,48.87,47.455,47.97,48.13,85800.0,102294.0,0.84,48.81999969482422,4188756.0
HTGC,16.01,2.0395,16.07,15.8093,15.86,15.69,1169500.0,1619830.0,0.72,16.010000228881836,18723695.0
HUBB,490.94,1.1392,495.93,483.0,487.46,485.41,293010.0,687039.0,0.43,490.94000244140625,143850329.4
HUBS,207.48,0.7429,212.57,202.5,212.0,205.95,1055400.0,1981658.0,0.53,207.47999572753906,218974392.0
HUM,392.22,-1.3928,398.66,390.46,398.66,397.76,1788300.0,1605354.0,1.11,392.2200012207031,701407026.0
HUN,11.13,2.9602,11.155,10.84,10.98,10.81,2769500.0,6446912.0,0.43,11.130000114440918,30824535.000000004
HVT,25.1,0.0399,25.6,25.07,25.23,25.09,59700.0,100356.0,0.59,25.100000381469727,1498470.0
HWM,270.85,-1.0666,274.06,265.01,273.45,273.77,1458000.0,2985534.0,0.49,270.8500061035156,394899300.00000006
HXL,99.15,-0.6015,99.94,97.3405,99.53,99.75,705200.0,969892.0,0.73,99.1500015258789,69920580.0
HY,32.68,1.8386,33.0,32.0,32.12,32.09,80800.0,93608.0,0.86,32.68000030517578,2640544.0
HYI,10.65,0.2825,10.69,10.57,10.65,10.62,148200.0,67100.0,2.21,10.649999618530273,1578330.0
HYLN,4.13,-2.8235,4.37,4.12,4.31,4.25,2815100.0,5371192.0,0.52,4.130000114440918,11626363.0
HYT,8.52,-0.2342,8.57,8.49,8.57,8.54,1366500.0,759900.0,1.8,8.520000457763672,11642580.0
HZO,34.36,-1.236,35.02,33.975,35.0,34.79,194800.0,334580.0,0.58,34.36000061035156,6693328.0
IAF,12.52,1.0492,12.545,12.45,12.45,12.39,7000.0,20778.0,0.34,12.520000457763672,87640.0
IBM,287.56,-2.6211,298.77,287.5,297.26,295.3,3634700.0,9366054.0,0.39,287.55999755859375,1045194332.0
IBN,29.0,-0.4121,29.35,28.855,29.31,29.12,11627000.0,7649018.0,1.52,29.0,337183000.0
IBO,0.442,-2.3204,0.4599,0.4401,0.4525,0.4525,26600.0,67298.0,0.4,0.44200000166893005,11757.2
IBP,225.13,2.3318,229.0465,221.49,223.18,220.0,200900.0,515120.0,0.39,225.1300048828125,45228617.0
IBTA,30.86,-2.8338,33.46,30.29,32.12,31.76,150700.0,186792.0,0.81,30.860000610351562,4650602.0
ICE,135.26,0.111,136.49,134.1701,136.25,135.11,3013600.0,4560604.0,0.66,135.25999450683594,407619536.0
IDA,150.65,1.7905,150.8,148.0,148.39,148.0,438700.0,600384.0,0.73,150.64999389648438,66090155.0
IDR,30.76,-0.5496,31.79,30.4601,31.39,30.93,235400.0,265816.0,0.89,30.760000228881836,7240904.0
IDT,61.1,1.8843,61.13,60.19,60.32,59.97,158500.0,190966.0,0.83,61.099998474121094,9684350.0
IE,9.13,0.884,9.265,8.94,8.97,9.05,1620300.0,2223038.0,0.73,9.130000114440918,14793339.000000002
IEX,222.16,1.1013,223.58,219.61,220.5,219.74,387300.0,709748.0,0.55,222.16000366210938,86042568.0
IFF,77.53,-1.2734,79.63,77.03,79.13,78.53,1476100.0,2124112.0,0.69,77.52999877929688,114442033.0
IFN,11.6,0.7819,11.62,11.52,11.52,11.51,79000.0,157636.0,0.5,11.600000381469727,916400.0
IGC,0.272,-2.509,0.2839,0.2693,0.2786,0.279,458000.0,605008.0,0.76,0.27000001072883606,124576.00000000001
IGI,16.09,0.0,16.19,16.08,16.19,16.09,4800.0,17604.0,0.27,16.09000015258789,77232.0
IIF,22.96,0.8787,23.085,22.63,22.86,22.76,44200.0,34358.0,1.29,22.959999084472656,1014832.0
IIIN,29.27,-0.2386,29.9099,29.24,29.4,29.34,152100.0,327966.0,0.46,29.270000457763672,4451967.0
IIM,12.94,-0.4615,13.02,12.94,12.99,13.0,77600.0,110382.0,0.7,12.9399995803833,1004144.0
IIPR,64.44,2.237,64.55,63.22,63.22,63.03,347800.0,395048.0,0.88,64.44000244140625,22412232.0
IMAX,38.27,0.0,38.835,38.04,38.43,38.27,637400.0,1168168.0,0.55,38.27000045776367,24393298.000000004
IMO,120.51,0.425,121.8266,119.86,120.63,120.0,385400.0,594164.0,0.65,120.51000213623047,46444554.0
INFQ,11.17,-4.9362,12.06,11.17,11.94,11.75,6731700.0,17867950.0,0.38,11.170000076293945,75193089.0
INFU,9.68,-0.616,9.955,9.55,9.79,9.74,84700.0,247620.0,0.34,9.680000305175781,819896.0
ING,32.39,-0.3385,32.61,32.335,32.48,32.5,2372100.0,3465904.0,0.68,32.38999938964844,76832319.0
INGM,29.06,0.0689,29.27,28.86,29.08,29.04,705500.0,1656014.0,0.43,29.059999465942383,20501830.0
INGR,98.75,1.2924,99.71,96.35,96.35,97.49,513500.0,977834.0,0.53,98.75,50708125.0
INLX,6.0,-0.3322,6.0,5.91,6.0,6.02,0.0,3730.0,0.0,6.0,0.0
INN,6.46,-0.3086,6.57,6.44,6.5,6.48,490100.0,1615650.0,0.3,6.460000038146973,3166046.0
INR,12.6,-0.2375,12.73,12.55,12.59,12.63,268100.0,433200.0,0.62,12.600000381469727,3378060.0
INSP,51.76,0.4658,52.505,50.02,51.86,51.52,1290200.0,1257480.0,1.03,51.7599983215332,66780752.0
INSW,88.48,6.6281,88.54,83.28,83.98,82.98,383300.0,614768.0,0.62,88.4800033569336,33914384.0
INTT,15.1,0.8684,15.55,14.45,14.73,14.97,173000.0,360334.0,0.48,15.100000381469727,2612300.0
INVH,29.6,0.7831,29.68,29.31,29.55,29.37,2964200.0,5798666.0,0.51,29.600000381469727,87740320.0
INVX,25.47,1.6361,25.5799,25.0001,25.11,25.06,208100.0,449128.0,0.46,25.469999313354492,5300307.0
IONQ,42.86,-4.2662,45.45,42.4,45.32,44.77,14477000.0,29111638.0,0.5,42.86000061035156,620484220.0
IOR,18.4,-0.2169,18.4,18.4,18.4,18.44,0.0,1656.0,0.0,18.399999618530273,0.0
IOT,36.72,-0.7299,37.96,36.3,37.75,36.99,3517200.0,6201234.0,0.57,36.720001220703125,129151584.0
IP,37.93,2.0172,38.6,37.28,37.62,37.18,5040900.0,6475602.0,0.78,37.93000030517578,191201337.0
IPI,34.8,1.7246,35.2,34.11,34.21,34.21,144900.0,236892.0,0.61,34.79999923706055,5042520.0
IQI,10.23,0.0,10.27,10.195,10.26,10.23,149700.0,139870.0,1.07,10.229999542236328,1531431.0
IQV,207.85,-0.536,211.01,206.73,211.0,208.97,747400.0,1710826.0,0.44,207.85000610351562,155347090.0
IR,78.85,2.3361,79.63,77.235,77.47,77.05,3122700.0,4088848.0,0.76,78.8499984741211,246224894.99999997
IRM,121.51,1.699,121.95,118.08,119.67,119.48,1834500.0,1701356.0,1.08,121.51000213623047,222910095.0
IRS,15.45,2.5216,15.6895,15.01,15.16,15.07,182700.0,168452.0,1.08,15.449999809265137,2822715.0
IRT,16.74,0.1196,16.855,16.615,16.76,16.72,1138200.0,2853254.0,0.4,16.739999771118164,19053468.0
IT,133.24,0.4145,136.745,132.12,135.71,132.69,1226900.0,1675792.0,0.73,133.24000549316406,163472156.0
ITGR,93.68,1.8815,93.91,91.9778,92.02,91.95,203400.0,556584.0,0.37,93.68000030517578,19054512.0
ITP,0.181,0.1383,0.1825,0.1748,0.181,0.18075,342300.0,722120.0,0.47,0.18000000715255737,61956.299999999996
ITT,195.0,1.0363,196.0,191.14,193.01,193.0,803000.0,865732.0,0.93,195.0,156585000.0
ITW,268.81,1.2543,271.12,265.575,265.97,265.48,1119500.0,1441056.0,0.78,268.80999755859375,300932795.0
IVR,7.94,-0.3764,8.03,7.92,8.0,7.97,1489600.0,2522450.0,0.59,7.940000057220459,11827424.0
IVT,35.36,0.0849,35.53,35.045,35.37,35.33,331900.0,1026024.0,0.32,35.36000061035156,11735984.0
IVZ,28.98,1.2933,29.68,28.805,29.33,28.61,3991900.0,5119494.0,0.78,28.979999542236328,115685262.0
J,125.83,-0.0079,128.42,125.0,127.59,125.84,1226700.0,1403380.0,0.87,125.83000183105469,154355661.0
JAN,28.7,-1.4761,29.4,28.57,29.2,29.13,708900.0,1375608.0,0.52,28.700000762939453,20345430.0
JBI,5.21,1.165,5.286,5.15,5.19,5.15,1019700.0,1942054.0,0.53,5.210000038146973,5312637.0
JBL,330.29,-0.6676,333.7996,327.12,330.17,332.51,764100.0,1418764.0,0.54,330.2900085449219,252374589.00000003
JBTM,136.49,-0.0586,138.92,135.97,136.96,136.57,278800.0,576884.0,0.48,136.49000549316406,38053412.0
JEF,52.09,-0.7053,53.47,51.99,53.13,52.46,1207500.0,2270520.0,0.53,52.09000015258789,62898675.00000001
JELD,1.21,-2.4194,1.275,1.19,1.22,1.24,843700.0,1899334.0,0.44,1.2100000381469727,1020877.0
JFR,7.73,0.1295,7.74,7.72,7.73,7.72,404600.0,623252.0,0.65,7.730000019073486,3127558.0
JHI,13.345,0.1125,13.345,13.25,13.34,13.33,16100.0,18490.0,0.87,13.350000381469727,214854.5
JHS,10.99,0.0911,11.06,10.99,11.0,10.98,1700.0,16400.0,0.1,10.989999771118164,18683.0
JILL,16.29,2.9059,16.35,15.55,15.72,15.83,83400.0,69820.0,1.19,16.290000915527344,1358586.0
JLL,324.44,0.0771,330.4,322.835,328.67,324.19,189200.0,401210.0,0.47,324.44000244140625,61384048.0
JNJ,256.98,-0.8182,261.3,255.52,260.19,259.1,6533400.0,8166184.0,0.8,256.9800109863281,1678953132.0
JOB,0.21,0.0,0.215,0.21,0.215,0.21,67400.0,238496.0,0.28,0.20999999344348907,14154.0
JOBY,7.72,-3.3792,8.075,7.67,8.04,7.99,31211700.0,36852776.0,0.85,7.71999979019165,240954324.0
JOE,60.75,-0.8487,61.9,60.325,61.4,61.27,176700.0,274650.0,0.64,60.75,10734525.0
JOF,11.73,0.0,11.81,11.68,11.72,11.73,20300.0,71938.0,0.28,11.729999542236328,238119.0
JPM,336.47,0.2981,338.5859,335.77,337.47,335.47,6297800.0,9473900.0,0.66,336.4700012207031,2119020766.0000002
JXN,116.76,5.3886,122.8499,115.79,116.03,110.79,1414900.0,652488.0,2.17,116.76000213623047,165203724.0
KAI,294.63,1.593,299.0499,290.04,290.35,290.01,116800.0,174124.0,0.67,294.6300048828125,34412784.0
KAPA,0.3527,-4.6757,0.3899,0.3505,0.3652,0.37,41800.0,143210.0,0.29,0.3529999852180481,14742.86
KBDC,13.74,1.3274,13.88,13.63,13.63,13.56,155600.0,273060.0,0.57,13.739999771118164,2137944.0
KBH,56.32,-0.6877,58.01,56.255,56.92,56.71,1163800.0,1293254.0,0.9,56.31999969482422,65545216.0
KBR,35.47,-0.9771,36.376,35.43,35.82,35.82,1031900.0,1997364.0,0.52,35.470001220703125,36601493.0
